name,ages,location,id,desc,detail_url,total_open,age_description,time_range_landing_page,date_range_start,date_range_end,date_range,time_range,number,days_of_week
Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Sandy Hill Cmty Centre,81614,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/81614,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,87021,"Mon,Tue,Wed,Thu,Fri"
Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Sandy Hill Cmty Centre,81615,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/81615,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,87022,"Mon,Tue,Wed,Thu,Fri"
Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79735,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/79735,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,85142,"Tue,Wed,Thu,Fri"
Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79739,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/79739,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,85146,"Mon,Tue,Wed,Thu,Fri"
Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79740,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/79740,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,85147,"Mon,Tue,Wed,Thu,Fri"
Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79737,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/79737,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,85144,"Tue,Wed,Thu,Fri"
Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79745,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/79745,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,85152,"Mon,Tue,Wed,Thu,Fri"
Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79747,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/79747,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,85154,"Mon,Tue,Wed,Thu,Fri"
Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79748,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/79748,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,85155,"Mon,Tue,Wed,Thu,Fri"
Camp d'Ottawa aventure et baignade,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79750,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade/79750,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,85157,"Mon,Tue,Wed,Thu,Fri"
Camp d'Ottawa aventure et baignade - thème: Les sciences,At least 6 but less than 13,Ray Friel Rec Cplx,71178,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade---th-me-les-sciences/71178,32,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,76585,"Mon,Tue,Wed,Thu,Fri"
Camp d'Ottawa aventure et baignade - thème: Monde de Disney,At least 6 but less than 13,Ray Friel Rec Cplx,71302,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade---th-me-monde-de-disney/71302,32,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,76709,"Mon,Tue,Wed,Thu,Fri"
Camp d'Ottawa aventure et baignade - thème: Olympiques,At least 6 but less than 13,Ray Friel Rec Cplx,71215,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade---th-me-olympiques/71215,32,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,76622,"Mon,Tue,Wed,Thu,Fri"
Camp d'Ottawa aventure et baignade - thème: Safari,At least 6 but less than 13,Ray Friel Rec Cplx,71378,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade---th-me-safari/71378,32,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,76785,"Mon,Tue,Wed,Thu,Fri"
Camp d'Ottawa aventure et baignade - thème: Transportation,At least 6 but less than 13,Ray Friel Rec Cplx,71162,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade---th-me-transportation/71162,32,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,76569,"Tue,Wed,Thu,Fri"
Camp d'Ottawa aventure et baignade - thème: Un monde d'eau,At least 6 but less than 13,Ray Friel Rec Cplx,71194,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade---th-me-un-monde-d-eau/71194,32,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,76601,"Mon,Tue,Wed,Thu,Fri"
Camp d'Ottawa aventure et baignade - thème: À la ferme,At least 6 but less than 13,Ray Friel Rec Cplx,71186,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade---th-me-la-ferme/71186,32,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,76593,"Mon,Tue,Wed,Thu,Fri"
Camp d'Ottawa aventure et baignade - thème: Émission de jeu,At least 6 but less than 13,Ray Friel Rec Cplx,71236,"Apportez toute votre énergie au camp pour profiter des journées d’aventure et de plaisirs avec vos nouveaux amis. Il y aura des sports, des jeux, du bricolage, de la cuisine, de la baignade, des activités spéciales et une sortie amusante!",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-aventure-et-baignade---th-me-mission-de-jeu/71236,32,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,76643,"Tue,Wed,Thu,Fri"
Camp d'Ottawa énergie,At least 6 but less than 13,Overbrook Cmty Centre,83967,"<div>Venez vous faire de nouveaux amis et vous amuser. Entrez dans l’action en participant à des jeux, du bricolage, des sports et des activités de camp. Communiquez avec le centre de votre secteur pour connaître les thèmes et les détails.</div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-nergie/83967,16,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,89374,"Mon,Tue,Wed,Thu,Fri"
Camp d'Ottawa énergie,At least 6 but less than 13,Overbrook Cmty Centre,83972,"<div>Venez vous faire de nouveaux amis et vous amuser. Entrez dans l’action en participant à des jeux, du bricolage, des sports et des activités de camp. Communiquez avec le centre de votre secteur pour connaître les thèmes et les détails.</div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-nergie/83972,16,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,89379,"Mon,Tue,Wed,Thu,Fri"
Camp d'Ottawa énergie,At least 6 but less than 13,Overbrook Cmty Centre,83973,"<div>Venez vous faire de nouveaux amis et vous amuser. Entrez dans l’action en participant à des jeux, du bricolage, des sports et des activités de camp. Communiquez avec le centre de votre secteur pour connaître les thèmes et les détails.</div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-nergie/83973,16,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,89380,"Mon,Tue,Wed,Thu,Fri"
Camp d'Ottawa énergie,At least 6 but less than 13,Overbrook Cmty Centre,83974,"<div>Venez vous faire de nouveaux amis et vous amuser. Entrez dans l’action en participant à des jeux, du bricolage, des sports et des activités de camp. Communiquez avec le centre de votre secteur pour connaître les thèmes et les détails.</div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-nergie/83974,16,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,89381,"Mon,Tue,Wed,Thu,Fri"
Camp d'Ottawa énergie,At least 6 but less than 13,Overbrook Cmty Centre,83975,"<div>Venez vous faire de nouveaux amis et vous amuser. Entrez dans l’action en participant à des jeux, du bricolage, des sports et des activités de camp. Communiquez avec le centre de votre secteur pour connaître les thèmes et les détails.</div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-nergie/83975,16,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,89382,"Tue,Wed,Thu,Fri"
Camp d'Ottawa énergie,At least 6 but less than 13,Overbrook Cmty Centre,83976,"<div>Venez vous faire de nouveaux amis et vous amuser. Entrez dans l’action en participant à des jeux, du bricolage, des sports et des activités de camp. Communiquez avec le centre de votre secteur pour connaître les thèmes et les détails.</div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-nergie/83976,16,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,89383,"Tue,Wed,Thu,Fri"
Camp d'Ottawa énergie,At least 6 but less than 13,Overbrook Cmty Centre,83969,"<div>Venez vous faire de nouveaux amis et vous amuser. Entrez dans l’action en participant à des jeux, du bricolage, des sports et des activités de camp. Communiquez avec le centre de votre secteur pour connaître les thèmes et les détails.</div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-nergie/83969,16,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,89376,"Mon,Tue,Wed,Thu,Fri"
Camp d'Ottawa énergie,At least 6 but less than 13,Overbrook Cmty Centre,83970,"<div>Venez vous faire de nouveaux amis et vous amuser. Entrez dans l’action en participant à des jeux, du bricolage, des sports et des activités de camp. Communiquez avec le centre de votre secteur pour connaître les thèmes et les détails.</div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-d-ottawa-nergie/83970,16,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,89377,"Mon,Tue,Wed,Thu,Fri"
